Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T105_001
"1745380","32000US1745380","Taylorville, IL Micro Area; Illinois","Taylorville, Illinois","il","320","00","ACSSF","0021584",,,,,"17",,,,,,,,,,,,,,"45380",,,,,,,,,,,,,,,,,,,,,,,,,,,,34200,27.2000007629395
"1811420","32000US1811420","Angola, IN Micro Area; Indiana","Angola, Indiana","in","320","00","ACSSF","0010953",,,,,"18",,,,,,,,,,,,,,"11420",,,,,,,,,,,,,,,,,,,,,,,,,,,,34267,26.2000007629395
"1812140","32000US1812140","Auburn, IN Micro Area; Indiana","Auburn, Indiana","in","320","00","ACSSF","0010954",,,,,"18",,,,,,,,,,,,,,"12140",,,,,,,,,,,,,,,,,,,,,,,,,,,,42449,26.7000007629395
"1813260","32000US1813260","Bedford, IN Micro Area; Indiana","Bedford, Indiana","in","320","00","ACSSF","0010955",,,,,"18",,,,,,,,,,,,,,"13260",,,,,,,,,,,,,,,,,,,,,,,,,,,,45814,26.6000003814697
"1814020","32000US1814020","Bloomington, IN Metro Area; Indiana","Bloomington, Indiana","in","320","00","ACSSF","0010956",,,,,"18",,,,,,,,,,,,,,"14020",,,,,,,,,,,,,,,,,,,,,,,,,,,,163596,38.5999984741211
"1816980","32000US1816980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area (part); Indiana","Chicago-Naperville-Elgin, Indiana","in","320","00","ACSSF","0010957",,,,,"18",,,,,,,,,,,,,,"16980",,,,,,,,,,,,,,,,,,,,,,,,,,,,705671,30.6000003814697
"1817140","32000US1817140","Cincinnati, OH-KY-IN Metro Area (part); Indiana","Cincinnati, Indiana","in","320","00","ACSSF","0010958",,,,,"18",,,,,,,,,,,,,,"17140",,,,,,,,,,,,,,,,,,,,,,,,,,,,63011,28
"1818020","32000US1818020","Columbus, IN Metro Area; Indiana","Columbus, Indiana","in","320","00","ACSSF","0010959",,,,,"18",,,,,,,,,,,,,,"18020",,,,,,,,,,,,,,,,,,,,,,,,,,,,79488,24.6000003814697
"1818220","32000US1818220","Connersville, IN Micro Area; Indiana","Connersville, Indiana","in","320","00","ACSSF","0010960",,,,,"18",,,,,,,,,,,,,,"18220",,,,,,,,,,,,,,,,,,,,,,,,,,,,23773,33.5999984741211
"1818820","32000US1818820","Crawfordsville, IN Micro Area; Indiana","Crawfordsville, Indiana","in","320","00","ACSSF","0010961",,,,,"18",,,,,,,,,,,,,,"18820",,,,,,,,,,,,,,,,,,,,,,,,,,,,38172,27.2999992370605
"1819540","32000US1819540","Decatur, IN Micro Area; Indiana","Decatur, Indiana","in","320","00","ACSSF","0010962",,,,,"18",,,,,,,,,,,,,,"19540",,,,,,,,,,,,,,,,,,,,,,,,,,,,34642,27
"1821140","32000US1821140","Elkhart-Goshen, IN Metro Area; Indiana","Elkhart-Goshen, Indiana","in","320","00","ACSSF","0010963",,,,,"18",,,,,,,,,,,,,,"21140",,,,,,,,,,,,,,,,,,,,,,,,,,,,200685,28.3999996185303
"1821780","32000US1821780","Evansville, IN-KY Metro Area (part); Indiana","Evansville, Indiana","in","320","00","ACSSF","0010964",,,,,"18",,,,,,,,,,,,,,"21780",,,,,,,,,,,,,,,,,,,,,,,,,,,,267867,30.7000007629395
"1823060","32000US1823060","Fort Wayne, IN Metro Area; Indiana","Fort Wayne, Indiana","in","320","00","ACSSF","0010965",,,,,"18",,,,,,,,,,,,,,"23060",,,,,,,,,,,,,,,,,,,,,,,,,,,,424579,27.8999996185303
"1823140","32000US1823140","Frankfort, IN Micro Area; Indiana","Frankfort, Indiana","in","320","00","ACSSF","0010966",,,,,"18",,,,,,,,,,,,,,"23140",,,,,,,,,,,,,,,,,,,,,,,,,,,,32835,25.8999996185303
"1824700","32000US1824700","Greensburg, IN Micro Area; Indiana","Greensburg, Indiana","in","320","00","ACSSF","0010967",,,,,"18",,,,,,,,,,,,,,"24700",,,,,,,,,,,,,,,,,,,,,,,,,,,,26240,25.7999992370605
"1826540","32000US1826540","Huntington, IN Micro Area; Indiana","Huntington, Indiana","in","320","00","ACSSF","0010968",,,,,"18",,,,,,,,,,,,,,"26540",,,,,,,,,,,,,,,,,,,,,,,,,,,,36863,28.3999996185303
"1826900","32000US1826900","Indianapolis-Carmel-Anderson, IN Metro Area; Indiana","Indianapolis-Carmel-Anderson, Indiana","in","320","00","ACSSF","0010969",,,,,"18",,,,,,,,,,,,,,"26900",,,,,,,,,,,,,,,,,,,,,,,,,,,,1950674,30.2999992370605
"1827540","32000US1827540","Jasper, IN Micro Area; Indiana","Jasper, Indiana","in","320","00","ACSSF","0010970",,,,,"18",,,,,,,,,,,,,,"27540",,,,,,,,,,,,,,,,,,,,,,,,,,,,54978,24.5
"1828340","32000US1828340","Kendallville, IN Micro Area; Indiana","Kendallville, Indiana","in","320","00","ACSSF","0010971",,,,,"18",,,,,,,,,,,,,,"28340",,,,,,,,,,,,,,,,,,,,,,,,,,,,47546,26.7999992370605
"1829020","32000US1829020","Kokomo, IN Metro Area; Indiana","Kokomo, Indiana","in","320","00","ACSSF","0010972",,,,,"18",,,,,,,,,,,,,,"29020",,,,,,,,,,,,,,,,,,,,,,,,,,,,82765,31.3999996185303
"1829200","32000US1829200","Lafayette-West Lafayette, IN Metro Area; Indiana","Lafayette-West Lafayette, Indiana","in","320","00","ACSSF","0010973",,,,,"18",,,,,,,,,,,,,,"29200",,,,,,,,,,,,,,,,,,,,,,,,,,,,209718,33.5
"1830900","32000US1830900","Logansport, IN Micro Area; Indiana","Logansport, Indiana","in","320","00","ACSSF","0010974",,,,,"18",,,,,,,,,,,,,,"30900",,,,,,,,,,,,,,,,,,,,,,,,,,,,38476,27.2999992370605
"1831140","32000US1831140","Louisville/Jefferson County, KY-IN Metro Area (part); Indiana","Louisville/Jefferson County, Indiana","in","320","00","ACSSF","0010975",,,,,"18",,,,,,,,,,,,,,"31140",,,,,,,,,,,,,,,,,,,,,,,,,,,,280024,28.6000003814697
"1831500","32000US1831500","Madison, IN Micro Area; Indiana","Madison, Indiana","in","320","00","ACSSF","0010976",,,,,"18",,,,,,,,,,,,,,"31500",,,,,,,,,,,,,,,,,,,,,,,,,,,,32453,29.2000007629395
"1831980","32000US1831980","Marion, IN Micro Area; Indiana","Marion, Indiana","in","320","00","ACSSF","0010977",,,,,"18",,,,,,,,,,,,,,"31980",,,,,,,,,,,,,,,,,,,,,,,,,,,,68896,28.3999996185303
"1833140","32000US1833140","Michigan City-La Porte, IN Metro Area; Indiana","Michigan City-La Porte, Indiana","in","320","00","ACSSF","0010978",,,,,"18",,,,,,,,,,,,,,"33140",,,,,,,,,,,,,,,,,,,,,,,,,,,,111280,30.5
"1834620","32000US1834620","Muncie, IN Metro Area; Indiana","Muncie, Indiana","in","320","00","ACSSF","0010979",,,,,"18",,,,,,,,,,,,,,"34620",,,,,,,,,,,,,,,,,,,,,,,,,,,,117335,37.2999992370605
"1835220","32000US1835220","New Castle, IN Micro Area; Indiana","New Castle, Indiana","in","320","00","ACSSF","0010980",,,,,"18",,,,,,,,,,,,,,"35220",,,,,,,,,,,,,,,,,,,,,,,,,,,,49146,30.1000003814697
"1835860","32000US1835860","North Vernon, IN Micro Area; Indiana","North Vernon, Indiana","in","320","00","ACSSF","0010981",,,,,"18",,,,,,,,,,,,,,"35860",,,,,,,,,,,,,,,,,,,,,,,,,,,,28113,23.7000007629395
"1837940","32000US1837940","Peru, IN Micro Area; Indiana","Peru, Indiana","in","320","00","ACSSF","0010982",,,,,"18",,,,,,,,,,,,,,"37940",,,,,,,,,,,,,,,,,,,,,,,,,,,,36211,26.2999992370605
"1838500","32000US1838500","Plymouth, IN Micro Area; Indiana","Plymouth, Indiana","in","320","00","ACSSF","0010983",,,,,"18",,,,,,,,,,,,,,"38500",,,,,,,,,,,,,,,,,,,,,,,,,,,,46962,27.2999992370605
"1839980","32000US1839980","Richmond, IN Micro Area; Indiana","Richmond, Indiana","in","320","00","ACSSF","0010984",,,,,"18",,,,,,,,,,,,,,"39980",,,,,,,,,,,,,,,,,,,,,,,,,,,,67866,30.7999992370605
"1842980","32000US1842980","Seymour, IN Micro Area; Indiana","Seymour, Indiana","in","320","00","ACSSF","0010985",,,,,"18",,,,,,,,,,,,,,"42980",,,,,,,,,,,,,,,,,,,,,,,,,,,,43471,29
"1843780","32000US1843780","South Bend-Mishawaka, IN-MI Metro Area (part); Indiana","South Bend-Mishawaka, Indiana","in","320","00","ACSSF","0010986",,,,,"18",,,,,,,,,,,,,,"43780",,,,,,,,,,,,,,,,,,,,,,,,,,,,267246,29.8999996185303
"1845460","32000US1845460","Terre Haute, IN Metro Area; Indiana","Terre Haute, Indiana","in","320","00","ACSSF","0010987",,,,,"18",,,,,,,,,,,,,,"45460",,,,,,,,,,,,,,,,,,,,,,,,,,,,171925,31.7000007629395
"1847180","32000US1847180","Vincennes, IN Micro Area; Indiana","Vincennes, Indiana","in","320","00","ACSSF","0010988",,,,,"18",,,,,,,,,,,,,,"47180",,,,,,,,,,,,,,,,,,,,,,,,,,,,38062,28.3999996185303
"1847340","32000US1847340","Wabash, IN Micro Area; Indiana","Wabash, Indiana","in","320","00","ACSSF","0010989",,,,,"18",,,,,,,,,,,,,,"47340",,,,,,,,,,,,,,,,,,,,,,,,,,,,32358,27.7999992370605
"1847700","32000US1847700","Warsaw, IN Micro Area; Indiana","Warsaw, Indiana","in","320","00","ACSSF","0010990",,,,,"18",,,,,,,,,,,,,,"47700",,,,,,,,,,,,,,,,,,,,,,,,,,,,77983,24.2999992370605
"1847780","32000US1847780","Washington, IN Micro Area; Indiana","Washington, Indiana","in","320","00","ACSSF","0010991",,,,,"18",,,,,,,,,,,,,,"47780",,,,,,,,,,,,,,,,,,,,,,,,,,,,32411,25.1000003814697
"1911180","32000US1911180","Ames, IA Metro Area; Iowa","Ames, Iowa","ia","320","00","ACSSF","0010362",,,,,"19",,,,,,,,,,,,,,"11180",,,,,,,,,,,,,,,,,,,,,,,,,,,,93586,35.2000007629395
"1914340","32000US1914340","Boone, IA Micro Area; Iowa","Boone, Iowa","ia","320","00","ACSSF","0010363",,,,,"19",,,,,,,,,,,,,,"14340",,,,,,,,,,,,,,,,,,,,,,,,,,,,26401,26.1000003814697
"1915460","32000US1915460","Burlington, IA-IL Micro Area (part); Iowa","Burlington, Iowa","ia","320","00","ACSSF","0010364",,,,,"19",,,,,,,,,,,,,,"15460",,,,,,,,,,,,,,,,,,,,,,,,,,,,40208,28.7000007629395
"1916300","32000US1916300","Cedar Rapids, IA Metro Area; Iowa","Cedar Rapids, Iowa","ia","320","00","ACSSF","0010365",,,,,"19",,,,,,,,,,,,,,"16300",,,,,,,,,,,,,,,,,,,,,,,,,,,,263003,27.1000003814697
"1917540","32000US1917540","Clinton, IA Micro Area; Iowa","Clinton, Iowa","ia","320","00","ACSSF","0010366",,,,,"19",,,,,,,,,,,,,,"17540",,,,,,,,,,,,,,,,,,,,,,,,,,,,48365,29.1000003814697
"1919340","32000US1919340","Davenport-Moline-Rock Island, IA-IL Metro Area (part); Iowa","Davenport-Moline-Rock Island, Iowa","ia","320","00","ACSSF","0010367",,,,,"19",,,,,,,,,,,,,,"19340",,,,,,,,,,,,,,,,,,,,,,,,,,,,169994,28
"1919780","32000US1919780","Des Moines-West Des Moines, IA Metro Area; Iowa","Des Moines-West Des Moines, Iowa","ia","320","00","ACSSF","0010368",,,,,"19",,,,,,,,,,,,,,"19780",,,,,,,,,,,,,,,,,,,,,,,,,,,,601187,27.6000003814697
"1920220","32000US1920220","Dubuque, IA Metro Area; Iowa","Dubuque, Iowa","ia","320","00","ACSSF","0010369",,,,,"19",,,,,,,,,,,,,,"20220",,,,,,,,,,,,,,,,,,,,,,,,,,,,95906,29.7999992370605
"1921840","32000US1921840","Fairfield, IA Micro Area; Iowa","Fairfield, Iowa","ia","320","00","ACSSF","0010370",,,,,"19",,,,,,,,,,,,,,"21840",,,,,,,,,,,,,,,,,,,,,,,,,,,,17318,26.5
"1922700","32000US1922700","Fort Dodge, IA Micro Area; Iowa","Fort Dodge, Iowa","ia","320","00","ACSSF","0010371",,,,,"19",,,,,,,,,,,,,,"22700",,,,,,,,,,,,,,,,,,,,,,,,,,,,37295,27.3999996185303
"1922800","32000US1922800","Fort Madison-Keokuk, IA-IL-MO Micro Area (part); Iowa","Fort Madison-Keokuk, Iowa","ia","320","00","ACSSF","0010372",,,,,"19",,,,,,,,,,,,,,"22800",,,,,,,,,,,,,,,,,,,,,,,,,,,,35369,26.1000003814697
"1926980","32000US1926980","Iowa City, IA Metro Area; Iowa","Iowa City, Iowa","ia","320","00","ACSSF","0010373",,,,,"19",,,,,,,,,,,,,,"26980",,,,,,,,,,,,,,,,,,,,,,,,,,,,161453,32.9000015258789
"1932260","32000US1932260","Marshalltown, IA Micro Area; Iowa","Marshalltown, Iowa","ia","320","00","ACSSF","0010374",,,,,"19",,,,,,,,,,,,,,"32260",,,,,,,,,,,,,,,,,,,,,,,,,,,,40962,23.7999992370605
"1932380","32000US1932380","Mason City, IA Micro Area; Iowa","Mason City, Iowa","ia","320","00","ACSSF","0010375",,,,,"19",,,,,,,,,,,,,,"32380",,,,,,,,,,,,,,,,,,,,,,,,,,,,51044,27.5
"1934700","32000US1934700","Muscatine, IA Micro Area; Iowa","Muscatine, Iowa","ia","320","00","ACSSF","0010376",,,,,"19",,,,,,,,,,,,,,"34700",,,,,,,,,,,,,,,,,,,,,,,,,,,,42913,27.1000003814697
"1935500","32000US1935500","Newton, IA Micro Area; Iowa","Newton, Iowa","ia","320","00","ACSSF","0010377",,,,,"19",,,,,,,,,,,,,,"35500",,,,,,,,,,,,,,,,,,,,,,,,,,,,36726,25.7999992370605
"1936540","32000US1936540","Omaha-Council Bluffs, NE-IA Metro Area (part); Iowa","Omaha-Council Bluffs, Iowa","ia","320","00","ACSSF","0010378",,,,,"19",,,,,,,,,,,,,,"36540",,,,,,,,,,,,,,,,,,,,,,,,,,,,122542,27.3999996185303
"1936820","32000US1936820","Oskaloosa, IA Micro Area; Iowa","Oskaloosa, Iowa","ia","320","00","ACSSF","0010379",,,,,"19",,,,,,,,,,,,,,"36820",,,,,,,,,,,,,,,,,,,,,,,,,,,,22396,24.2999992370605
"1936900","32000US1936900","Ottumwa, IA Micro Area; Iowa","Ottumwa, Iowa","ia","320","00","ACSSF","0010380",,,,,"19",,,,,,,,,,,,,,"36900",,,,,,,,,,,,,,,,,,,,,,,,,,,,44057,30.5
"1943580","32000US1943580","Sioux City, IA-NE-SD Metro Area (part); Iowa","Sioux City, Iowa","ia","320","00","ACSSF","0010381",,,,,"19",,,,,,,,,,,,,,"43580",,,,,,,,,,,,,,,,,,,,,,,,,,,,127383,27.8999996185303
"1943980","32000US1943980","Spencer, IA Micro Area; Iowa","Spencer, Iowa","ia","320","00","ACSSF","0010382",,,,,"19",,,,,,,,,,,,,,"43980",,,,,,,,,,,,,,,,,,,,,,,,,,,,16537,24.5
"1944020","32000US1944020","Spirit Lake, IA Micro Area; Iowa","Spirit Lake, Iowa","ia","320","00","ACSSF","0010383",,,,,"19",,,,,,,,,,,,,,"44020",,,,,,,,,,,,,,,,,,,,,,,,,,,,16967,25.3999996185303
"1944740","32000US1944740","Storm Lake, IA Micro Area; Iowa","Storm Lake, Iowa","ia","320","00","ACSSF","0010384",,,,,"19",,,,,,,,,,,,,,"44740",,,,,,,,,,,,,,,,,,,,,,,,,,,,20507,23.7999992370605
"1947940","32000US1947940","Waterloo-Cedar Falls, IA Metro Area; Iowa","Waterloo-Cedar Falls, Iowa","ia","320","00","ACSSF","0010385",,,,,"19",,,,,,,,,,,,,,"47940",,,,,,,,,,,,,,,,,,,,,,,,,,,,169442,29.7999992370605
"2011680","32000US2011680","Arkansas City-Winfield, KS Micro Area; Kansas","Arkansas City-Winfield, Kansas","ks","320","00","ACSSF","0008417",,,,,"20",,,,,,,,,,,,,,"11680",,,,,,,,,,,,,,,,,,,,,,,,,,,,36079,28.2000007629395
"2011860","32000US2011860","Atchison, KS Micro Area; Kansas","Atchison, Kansas","ks","320","00","ACSSF","0008418",,,,,"20",,,,,,,,,,,,,,"11860",,,,,,,,,,,,,,,,,,,,,,,,,,,,16633,26.6000003814697
"2017700","32000US2017700","Coffeyville, KS Micro Area; Kansas","Coffeyville, Kansas","ks","320","00","ACSSF","0008419",,,,,"20",,,,,,,,,,,,,,"17700",,,,,,,,,,,,,,,,,,,,,,,,,,,,34184,28.6000003814697
"2019980","32000US2019980","Dodge City, KS Micro Area; Kansas","Dodge City, Kansas","ks","320","00","ACSSF","0008420",,,,,"20",,,,,,,,,,,,,,"19980",,,,,,,,,,,,,,,,,,,,,,,,,,,,34714,25.2999992370605
"2021380","32000US2021380","Emporia, KS Micro Area; Kansas","Emporia, Kansas","ks","320","00","ACSSF","0008421",,,,,"20",,,,,,,,,,,,,,"21380",,,,,,,,,,,,,,,,,,,,,,,,,,,,33462,28.2000007629395
"2023780","32000US2023780","Garden City, KS Micro Area; Kansas","Garden City, Kansas","ks","320","00","ACSSF","0008422",,,,,"20",,,,,,,,,,,,,,"23780",,,,,,,,,,,,,,,,,,,,,,,,,,,,41085,22.5
"2024460","32000US2024460","Great Bend, KS Micro Area; Kansas","Great Bend, Kansas","ks","320","00","ACSSF","0008423",,,,,"20",,,,,,,,,,,,,,"24460",,,,,,,,,,,,,,,,,,,,,,,,,,,,27399,24.3999996185303
"2025700","32000US2025700","Hays, KS Micro Area; Kansas","Hays, Kansas","ks","320","00","ACSSF","0008424",,,,,"20",,,,,,,,,,,,,,"25700",,,,,,,,,,,,,,,,,,,,,,,,,,,,28993,30.2000007629395
"2026740","32000US2026740","Hutchinson, KS Micro Area; Kansas","Hutchinson, Kansas","ks","320","00","ACSSF","0008425",,,,,"20",,,,,,,,,,,,,,"26740",,,,,,,,,,,,,,,,,,,,,,,,,,,,64058,25.7999992370605
"2027920","32000US2027920","Junction City, KS Micro Area; Kansas","Junction City, Kansas","ks","320","00","ACSSF","0008426",,,,,"20",,,,,,,,,,,,,,"27920",,,,,,,,,,,,,,,,,,,,,,,,,,,,36787,29.1000003814697
"2028140","32000US2028140","Kansas City, MO-KS Metro Area (part); Kansas","Kansas City, Kansas","ks","320","00","ACSSF","0008427",,,,,"20",,,,,,,,,,,,,,"28140",,,,,,,,,,,,,,,,,,,,,,,,,,,,848063,27.5
"2029940","32000US2029940","Lawrence, KS Metro Area; Kansas","Lawrence, Kansas","ks","320","00","ACSSF","0008428",,,,,"20",,,,,,,,,,,,,,"29940",,,,,,,,,,,,,,,,,,,,,,,,,,,,114967,32.2999992370605
"2030580","32000US2030580","Liberal, KS Micro Area; Kansas","Liberal, Kansas","ks","320","00","ACSSF","0008429",,,,,"20",,,,,,,,,,,,,,"30580",,,,,,,,,,,,,,,,,,,,,,,,,,,,23274,23.7000007629395
"2031740","32000US2031740","Manhattan, KS Metro Area; Kansas","Manhattan, Kansas","ks","320","00","ACSSF","0008430",,,,,"20",,,,,,,,,,,,,,"31740",,,,,,,,,,,,,,,,,,,,,,,,,,,,97647,31.7000007629395
"2032700","32000US2032700","McPherson, KS Micro Area; Kansas","McPherson, Kansas","ks","320","00","ACSSF","0008431",,,,,"20",,,,,,,,,,,,,,"32700",,,,,,,,,,,,,,,,,,,,,,,,,,,,29252,22.5
"2036840","32000US2036840","Ottawa, KS Micro Area; Kansas","Ottawa, Kansas","ks","320","00","ACSSF","0008432",,,,,"20",,,,,,,,,,,,,,"36840",,,,,,,,,,,,,,,,,,,,,,,,,,,,25753,27.7000007629395
"2037660","32000US2037660","Parsons, KS Micro Area; Kansas","Parsons, Kansas","ks","320","00","ACSSF","0008433",,,,,"20",,,,,,,,,,,,,,"37660",,,,,,,,,,,,,,,,,,,,,,,,,,,,21048,29.6000003814697
"2038260","32000US2038260","Pittsburg, KS Micro Area; Kansas","Pittsburg, Kansas","ks","320","00","ACSSF","0008434",,,,,"20",,,,,,,,,,,,,,"38260",,,,,,,,,,,,,,,,,,,,,,,,,,,,39304,34.7999992370605
"2041140","32000US2041140","St. Joseph, MO-KS Metro Area (part); Kansas","St. Joseph, Kansas","ks","320","00","ACSSF","0008435",,,,,"20",,,,,,,,,,,,,,"41140",,,,,,,,,,,,,,,,,,,,,,,,,,,,7859,20.7999992370605
"2041460","32000US2041460","Salina, KS Micro Area; Kansas","Salina, Kansas","ks","320","00","ACSSF","0008436",,,,,"20",,,,,,,,,,,,,,"41460",,,,,,,,,,,,,,,,,,,,,,,,,,,,61783,29.2999992370605
"2045820","32000US2045820","Topeka, KS Metro Area; Kansas","Topeka, Kansas","ks","320","00","ACSSF","0008437",,,,,"20",,,,,,,,,,,,,,"45820",,,,,,,,,,,,,,,,,,,,,,,,,,,,234167,28.8999996185303
"2048620","32000US2048620","Wichita, KS Metro Area; Kansas","Wichita, Kansas","ks","320","00","ACSSF","0008438",,,,,"20",,,,,,,,,,,,,,"48620",,,,,,,,,,,,,,,,,,,,,,,,,,,,638884,28.1000003814697
"2112680","32000US2112680","Bardstown, KY Micro Area; Kentucky","Bardstown, Kentucky","ky","320","00","ACSSF","0007490",,,,,"21",,,,,,,,,,,,,,"12680",,,,,,,,,,,,,,,,,,,,,,,,,,,,44564,32.9000015258789
"2114540","32000US2114540","Bowling Green, KY Metro Area; Kentucky","Bowling Green, Kentucky","ky","320","00","ACSSF","0007491",,,,,"21",,,,,,,,,,,,,,"14540",,,,,,,,,,,,,,,,,,,,,,,,,,,,164245,28.8999996185303
"2115820","32000US2115820","Campbellsville, KY Micro Area; Kentucky","Campbellsville, Kentucky","ky","320","00","ACSSF","0007492",,,,,"21",,,,,,,,,,,,,,"15820",,,,,,,,,,,,,,,,,,,,,,,,,,,,24993,35.2999992370605
"2117140","32000US2117140","Cincinnati, OH-KY-IN Metro Area (part); Kentucky","Cincinnati, Kentucky","ky","320","00","ACSSF","0007493",,,,,"21",,,,,,,,,,,,,,"17140",,,,,,,,,,,,,,,,,,,,,,,,,,,,435275,27.2999992370605
"2117300","32000US2117300","Clarksville, TN-KY Metro Area (part); Kentucky","Clarksville, Kentucky","ky","320","00","ACSSF","0007494",,,,,"21",,,,,,,,,,,,,,"17300",,,,,,,,,,,,,,,,,,,,,,,,,,,,88409,30.2999992370605
"2119220","32000US2119220","Danville, KY Micro Area; Kentucky","Danville, Kentucky","ky","320","00","ACSSF","0007495",,,,,"21",,,,,,,,,,,,,,"19220",,,,,,,,,,,,,,,,,,,,,,,,,,,,53886,30.5
"2121060","32000US2121060","Elizabethtown-Fort Knox, KY Metro Area; Kentucky","Elizabethtown-Fort Knox, Kentucky","ky","320","00","ACSSF","0007496",,,,,"21",,,,,,,,,,,,,,"21060",,,,,,,,,,,,,,,,,,,,,,,,,,,,150776,27.2000007629395
"2121780","32000US2121780","Evansville, IN-KY Metro Area (part); Kentucky","Evansville, Kentucky","ky","320","00","ACSSF","0007497",,,,,"21",,,,,,,,,,,,,,"21780",,,,,,,,,,,,,,,,,,,,,,,,,,,,46396,30.2999992370605
"2123180","32000US2123180","Frankfort, KY Micro Area; Kentucky","Frankfort, Kentucky","ky","320","00","ACSSF","0007498",,,,,"21",,,,,,,,,,,,,,"23180",,,,,,,,,,,,,,,,,,,,,,,,,,,,71539,28.7999992370605
"2123980","32000US2123980","Glasgow, KY Micro Area; Kentucky","Glasgow, Kentucky","ky","320","00","ACSSF","0007499",,,,,"21",,,,,,,,,,,,,,"23980",,,,,,,,,,,,,,,,,,,,,,,,,,,,52910,30.2000007629395
"2126580","32000US2126580","Huntington-Ashland, WV-KY-OH Metro Area (part); Kentucky","Huntington-Ashland, Kentucky","ky","320","00","ACSSF","0007500",,,,,"21",,,,,,,,,,,,,,"26580",,,,,,,,,,,,,,,,,,,,,,,,,,,,85394,30.1000003814697
"2130460","32000US2130460","Lexington-Fayette, KY Metro Area; Kentucky","Lexington-Fayette, Kentucky","ky","320","00","ACSSF","0007501",,,,,"21",,,,,,,,,,,,,,"30460",,,,,,,,,,,,,,,,,,,,,,,,,,,,489799,29.6000003814697
"2130940","32000US2130940","London, KY Micro Area; Kentucky","London, Kentucky","ky","320","00","ACSSF","0007502",,,,,"21",,,,,,,,,,,,,,"30940",,,,,,,,,,,,,,,,,,,,,,,,,,,,127354,30
"2131140","32000US2131140","Louisville/Jefferson County, KY-IN Metro Area (part); Kentucky","Louisville/Jefferson County, Kentucky","ky","320","00","ACSSF","0007503",,,,,"21",,,,,,,,,,,,,,"31140",,,,,,,,,,,,,,,,,,,,,,,,,,,,981912,28.8999996185303
"2131580","32000US2131580","Madisonville, KY Micro Area; Kentucky","Madisonville, Kentucky","ky","320","00","ACSSF","0007504",,,,,"21",,,,,,,,,,,,,,"31580",,,,,,,,,,,,,,,,,,,,,,,,,,,,46518,27.1000003814697
"2132460","32000US2132460","Mayfield, KY Micro Area; Kentucky","Mayfield, Kentucky","ky","320","00","ACSSF","0007505",,,,,"21",,,,,,,,,,,,,,"32460",,,,,,,,,,,,,,,,,,,,,,,,,,,,37502,31.7000007629395
"2132500","32000US2132500","Maysville, KY Micro Area; Kentucky","Maysville, Kentucky","ky","320","00","ACSSF","0007506",,,,,"21",,,,,,,,,,,,,,"32500",,,,,,,,,,,,,,,,,,,,,,,,,,,,17296,26.7999992370605
"2133180","32000US2133180","Middlesborough, KY Micro Area; Kentucky","Middlesborough, Kentucky","ky","320","00","ACSSF","0007507",,,,,"21",,,,,,,,,,,,,,"33180",,,,,,,,,,,,,,,,,,,,,,,,,,,,27950,35.4000015258789
"2134460","32000US2134460","Mount Sterling, KY Micro Area; Kentucky","Mount Sterling, Kentucky","ky","320","00","ACSSF","0007508",,,,,"21",,,,,,,,,,,,,,"34460",,,,,,,,,,,,,,,,,,,,,,,,,,,,45488,28.5
"2134660","32000US2134660","Murray, KY Micro Area; Kentucky","Murray, Kentucky","ky","320","00","ACSSF","0007509",,,,,"21",,,,,,,,,,,,,,"34660",,,,,,,,,,,,,,,,,,,,,,,,,,,,38106,35.4000015258789
"2136980","32000US2136980","Owensboro, KY Metro Area; Kentucky","Owensboro, Kentucky","ky","320","00","ACSSF","0007510",,,,,"21",,,,,,,,,,,,,,"36980",,,,,,,,,,,,,,,,,,,,,,,,,,,,116342,29
"2137140","32000US2137140","Paducah, KY-IL Micro Area (part); Kentucky","Paducah, Kentucky","ky","320","00","ACSSF","0007511",,,,,"21",,,,,,,,,,,,,,"37140",,,,,,,,,,,,,,,,,,,,,,,,,,,,83058,27.6000003814697
"2140080","32000US2140080","Richmond-Berea, KY Micro Area; Kentucky","Richmond-Berea, Kentucky","ky","320","00","ACSSF","0007512",,,,,"21",,,,,,,,,,,,,,"40080",,,,,,,,,,,,,,,,,,,,,,,,,,,,102780,30.5
