Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T105_001
"0110700","32000US0110700","Albertville, AL Micro Area; Alabama","Albertville, Alabama","al","320","00","ACSSF","0007774",,,,,"01",,,,,,,,,,,,,,"10700",,,,,,,,,,,,,,,,,,,,,,,,,,,,94318,27.7999992370605
"0111500","32000US0111500","Anniston-Oxford-Jacksonville, AL Metro Area; Alabama","Anniston-Oxford-Jacksonville, Alabama","al","320","00","ACSSF","0007775",,,,,"01",,,,,,,,,,,,,,"11500",,,,,,,,,,,,,,,,,,,,,,,,,,,,116648,31.1000003814697
"0112220","32000US0112220","Auburn-Opelika, AL Metro Area; Alabama","Auburn-Opelika, Alabama","al","320","00","ACSSF","0007776",,,,,"01",,,,,,,,,,,,,,"12220",,,,,,,,,,,,,,,,,,,,,,,,,,,,150982,36.2000007629395
"0113820","32000US0113820","Birmingham-Hoover, AL Metro Area; Alabama","Birmingham-Hoover, Alabama","al","320","00","ACSSF","0007777",,,,,"01",,,,,,,,,,,,,,"13820",,,,,,,,,,,,,,,,,,,,,,,,,,,,1138476,30.7000007629395
"0117980","32000US0117980","Columbus, GA-AL Metro Area (part); Alabama","Columbus, Alabama","al","320","00","ACSSF","0007778",,,,,"01",,,,,,,,,,,,,,"17980",,,,,,,,,,,,,,,,,,,,,,,,,,,,58302,29.5
"0118980","32000US0118980","Cullman, AL Micro Area; Alabama","Cullman, Alabama","al","320","00","ACSSF","0007779",,,,,"01",,,,,,,,,,,,,,"18980",,,,,,,,,,,,,,,,,,,,,,,,,,,,80965,29.6000003814697
"0119300","32000US0119300","Daphne-Fairhope-Foley, AL Metro Area; Alabama","Daphne-Fairhope-Foley, Alabama","al","320","00","ACSSF","0007780",,,,,"01",,,,,,,,,,,,,,"19300",,,,,,,,,,,,,,,,,,,,,,,,,,,,195121,30.2999992370605
"0119460","32000US0119460","Decatur, AL Metro Area; Alabama","Decatur, Alabama","al","320","00","ACSSF","0007781",,,,,"01",,,,,,,,,,,,,,"19460",,,,,,,,,,,,,,,,,,,,,,,,,,,,153372,26.6000003814697
"0120020","32000US0120020","Dothan, AL Metro Area; Alabama","Dothan, Alabama","al","320","00","ACSSF","0007782",,,,,"01",,,,,,,,,,,,,,"20020",,,,,,,,,,,,,,,,,,,,,,,,,,,,147601,29.2000007629395
"0121460","32000US0121460","Enterprise, AL Micro Area; Alabama","Enterprise, Alabama","al","320","00","ACSSF","0007783",,,,,"01",,,,,,,,,,,,,,"21460",,,,,,,,,,,,,,,,,,,,,,,,,,,,50884,27
"0122520","32000US0122520","Florence-Muscle Shoals, AL Metro Area; Alabama","Florence-Muscle Shoals, Alabama","al","320","00","ACSSF","0007784",,,,,"01",,,,,,,,,,,,,,"22520",,,,,,,,,,,,,,,,,,,,,,,,,,,,147181,29.6000003814697
"0123460","32000US0123460","Gadsden, AL Metro Area; Alabama","Gadsden, Alabama","al","320","00","ACSSF","0007785",,,,,"01",,,,,,,,,,,,,,"23460",,,,,,,,,,,,,,,,,,,,,,,,,,,,103766,30.5
"0126620","32000US0126620","Huntsville, AL Metro Area; Alabama","Huntsville, Alabama","al","320","00","ACSSF","0007786",,,,,"01",,,,,,,,,,,,,,"26620",,,,,,,,,,,,,,,,,,,,,,,,,,,,435243,28.5
"0133660","32000US0133660","Mobile, AL Metro Area; Alabama","Mobile, Alabama","al","320","00","ACSSF","0007787",,,,,"01",,,,,,,,,,,,,,"33660",,,,,,,,,,,,,,,,,,,,,,,,,,,,414251,33.4000015258789
"0133860","32000US0133860","Montgomery, AL Metro Area; Alabama","Montgomery, Alabama","al","320","00","ACSSF","0007788",,,,,"01",,,,,,,,,,,,,,"33860",,,,,,,,,,,,,,,,,,,,,,,,,,,,374864,31.2999992370605
"0137120","32000US0137120","Ozark, AL Micro Area; Alabama","Ozark, Alabama","al","320","00","ACSSF","0007789",,,,,"01",,,,,,,,,,,,,,"37120",,,,,,,,,,,,,,,,,,,,,,,,,,,,49866,27.2000007629395
"0142460","32000US0142460","Scottsboro, AL Micro Area; Alabama","Scottsboro, Alabama","al","320","00","ACSSF","0007790",,,,,"01",,,,,,,,,,,,,,"42460",,,,,,,,,,,,,,,,,,,,,,,,,,,,52860,26.3999996185303
"0142820","32000US0142820","Selma, AL Micro Area; Alabama","Selma, Alabama","al","320","00","ACSSF","0007791",,,,,"01",,,,,,,,,,,,,,"42820",,,,,,,,,,,,,,,,,,,,,,,,,,,,42154,36.5
"0145180","32000US0145180","Talladega-Sylacauga, AL Micro Area; Alabama","Talladega-Sylacauga, Alabama","al","320","00","ACSSF","0007792",,,,,"01",,,,,,,,,,,,,,"45180",,,,,,,,,,,,,,,,,,,,,,,,,,,,92464,30.2999992370605
"0145980","32000US0145980","Troy, AL Micro Area; Alabama","Troy, Alabama","al","320","00","ACSSF","0007793",,,,,"01",,,,,,,,,,,,,,"45980",,,,,,,,,,,,,,,,,,,,,,,,,,,,33155,33.2999992370605
"0146220","32000US0146220","Tuscaloosa, AL Metro Area; Alabama","Tuscaloosa, Alabama","al","320","00","ACSSF","0007794",,,,,"01",,,,,,,,,,,,,,"46220",,,,,,,,,,,,,,,,,,,,,,,,,,,,235570,32.5999984741211
"0146740","32000US0146740","Valley, AL Micro Area; Alabama","Valley, Alabama","al","320","00","ACSSF","0007795",,,,,"01",,,,,,,,,,,,,,"46740",,,,,,,,,,,,,,,,,,,,,,,,,,,,34079,32.2999992370605
"0211260","32000US0211260","Anchorage, AK Metro Area; Alaska","Anchorage, Alaska","ak","320","00","ACSSF","0003105",,,,,"02",,,,,,,,,,,,,,"11260",,,,,,,,,,,,,,,,,,,,,,,,,,,,395285,28.8999996185303
"0221820","32000US0221820","Fairbanks, AK Metro Area; Alaska","Fairbanks, Alaska","ak","320","00","ACSSF","0003106",,,,,"02",,,,,,,,,,,,,,"21820",,,,,,,,,,,,,,,,,,,,,,,,,,,,99705,30.8999996185303
"0227940","32000US0227940","Juneau, AK Micro Area; Alaska","Juneau, Alaska","ak","320","00","ACSSF","0003107",,,,,"02",,,,,,,,,,,,,,"27940",,,,,,,,,,,,,,,,,,,,,,,,,,,,32531,25
"0228540","32000US0228540","Ketchikan, AK Micro Area; Alaska","Ketchikan, Alaska","ak","320","00","ACSSF","0003108",,,,,"02",,,,,,,,,,,,,,"28540",,,,,,,,,,,,,,,,,,,,,,,,,,,,13699,28.2999992370605
"0422380","32000US0422380","Flagstaff, AZ Metro Area; Arizona","Flagstaff, Arizona","az","320","00","ACSSF","0007795",,,,,"04",,,,,,,,,,,,,,"22380",,,,,,,,,,,,,,,,,,,,,,,,,,,,136701,32.5999984741211
"0429420","32000US0429420","Lake Havasu City-Kingman, AZ Metro Area; Arizona","Lake Havasu City-Kingman, Arizona","az","320","00","ACSSF","0007796",,,,,"04",,,,,,,,,,,,,,"29420",,,,,,,,,,,,,,,,,,,,,,,,,,,,203362,29.6000003814697
"0435700","32000US0435700","Nogales, AZ Micro Area; Arizona","Nogales, Arizona","az","320","00","ACSSF","0007797",,,,,"04",,,,,,,,,,,,,,"35700",,,,,,,,,,,,,,,,,,,,,,,,,,,,47073,28.3999996185303
"0437740","32000US0437740","Payson, AZ Micro Area; Arizona","Payson, Arizona","az","320","00","ACSSF","0007798",,,,,"04",,,,,,,,,,,,,,"37740",,,,,,,,,,,,,,,,,,,,,,,,,,,,53165,29.1000003814697
"0438060","32000US0438060","Phoenix-Mesa-Scottsdale, AZ Metro Area; Arizona","Phoenix-Mesa-Scottsdale, Arizona","az","320","00","ACSSF","0007799",,,,,"04",,,,,,,,,,,,,,"38060",,,,,,,,,,,,,,,,,,,,,,,,,,,,4407915,29.8999996185303
"0439140","32000US0439140","Prescott, AZ Metro Area; Arizona","Prescott, Arizona","az","320","00","ACSSF","0007800",,,,,"04",,,,,,,,,,,,,,"39140",,,,,,,,,,,,,,,,,,,,,,,,,,,,215996,31.5
"0440940","32000US0440940","Safford, AZ Micro Area; Arizona","Safford, Arizona","az","320","00","ACSSF","0007801",,,,,"04",,,,,,,,,,,,,,"40940",,,,,,,,,,,,,,,,,,,,,,,,,,,,37407,26.7999992370605
"0443320","32000US0443320","Show Low, AZ Micro Area; Arizona","Show Low, Arizona","az","320","00","ACSSF","0007802",,,,,"04",,,,,,,,,,,,,,"43320",,,,,,,,,,,,,,,,,,,,,,,,,,,,107656,28.6000003814697
"0443420","32000US0443420","Sierra Vista-Douglas, AZ Metro Area; Arizona","Sierra Vista-Douglas, Arizona","az","320","00","ACSSF","0007803",,,,,"04",,,,,,,,,,,,,,"43420",,,,,,,,,,,,,,,,,,,,,,,,,,,,129647,29.2000007629395
"0446060","32000US0446060","Tucson, AZ Metro Area; Arizona","Tucson, Arizona","az","320","00","ACSSF","0007804",,,,,"04",,,,,,,,,,,,,,"46060",,,,,,,,,,,,,,,,,,,,,,,,,,,,998537,31.7999992370605
"0449740","32000US0449740","Yuma, AZ Metro Area; Arizona","Yuma, Arizona","az","320","00","ACSSF","0007805",,,,,"04",,,,,,,,,,,,,,"49740",,,,,,,,,,,,,,,,,,,,,,,,,,,,202987,29.6000003814697
"0511660","32000US0511660","Arkadelphia, AR Micro Area; Arkansas","Arkadelphia, Arkansas","ar","320","00","ACSSF","0007403",,,,,"05",,,,,,,,,,,,,,"11660",,,,,,,,,,,,,,,,,,,,,,,,,,,,22751,30.6000003814697
"0512900","32000US0512900","Batesville, AR Micro Area; Arkansas","Batesville, Arkansas","ar","320","00","ACSSF","0007404",,,,,"05",,,,,,,,,,,,,,"12900",,,,,,,,,,,,,,,,,,,,,,,,,,,,36952,30.2000007629395
"0514180","32000US0514180","Blytheville, AR Micro Area; Arkansas","Blytheville, Arkansas","ar","320","00","ACSSF","0007405",,,,,"05",,,,,,,,,,,,,,"14180",,,,,,,,,,,,,,,,,,,,,,,,,,,,44864,31
"0515780","32000US0515780","Camden, AR Micro Area; Arkansas","Camden, Arkansas","ar","320","00","ACSSF","0007406",,,,,"05",,,,,,,,,,,,,,"15780",,,,,,,,,,,,,,,,,,,,,,,,,,,,30289,31.6000003814697
"0520980","32000US0520980","El Dorado, AR Micro Area; Arkansas","El Dorado, Arkansas","ar","320","00","ACSSF","0007407",,,,,"05",,,,,,,,,,,,,,"20980",,,,,,,,,,,,,,,,,,,,,,,,,,,,40633,28.7000007629395
"0522220","32000US0522220","Fayetteville-Springdale-Rogers, AR-MO Metro Area (part); Arkansas","Fayetteville-Springdale-Rogers, Arkansas","ar","320","00","ACSSF","0007408",,,,,"05",,,,,,,,,,,,,,"22220",,,,,,,,,,,,,,,,,,,,,,,,,,,,470332,27.2000007629395
"0522620","32000US0522620","Forrest City, AR Micro Area; Arkansas","Forrest City, Arkansas","ar","320","00","ACSSF","0007409",,,,,"05",,,,,,,,,,,,,,"22620",,,,,,,,,,,,,,,,,,,,,,,,,,,,27345,29.6000003814697
"0522900","32000US0522900","Fort Smith, AR-OK Metro Area (part); Arkansas","Fort Smith, Arkansas","ar","320","00","ACSSF","0007410",,,,,"05",,,,,,,,,,,,,,"22900",,,,,,,,,,,,,,,,,,,,,,,,,,,,189021,29.5
"0525460","32000US0525460","Harrison, AR Micro Area; Arkansas","Harrison, Arkansas","ar","320","00","ACSSF","0007411",,,,,"05",,,,,,,,,,,,,,"25460",,,,,,,,,,,,,,,,,,,,,,,,,,,,45279,28.2000007629395
"0525760","32000US0525760","Helena-West Helena, AR Micro Area; Arkansas","Helena-West Helena, Arkansas","ar","320","00","ACSSF","0007412",,,,,"05",,,,,,,,,,,,,,"25760",,,,,,,,,,,,,,,,,,,,,,,,,,,,20391,36.5999984741211
"0526300","32000US0526300","Hot Springs, AR Metro Area; Arkansas","Hot Springs, Arkansas","ar","320","00","ACSSF","0007413",,,,,"05",,,,,,,,,,,,,,"26300",,,,,,,,,,,,,,,,,,,,,,,,,,,,96954,32.7999992370605
"0527860","32000US0527860","Jonesboro, AR Metro Area; Arkansas","Jonesboro, Arkansas","ar","320","00","ACSSF","0007414",,,,,"05",,,,,,,,,,,,,,"27860",,,,,,,,,,,,,,,,,,,,,,,,,,,,125619,30.2000007629395
"0530780","32000US0530780","Little Rock-North Little Rock-Conway, AR Metro Area; Arkansas","Little Rock-North Little Rock-Conway, Arkansas","ar","320","00","ACSSF","0007415",,,,,"05",,,,,,,,,,,,,,"30780",,,,,,,,,,,,,,,,,,,,,,,,,,,,722684,29.1000003814697
"0531620","32000US0531620","Magnolia, AR Micro Area; Arkansas","Magnolia, Arkansas","ar","320","00","ACSSF","0007416",,,,,"05",,,,,,,,,,,,,,"31620",,,,,,,,,,,,,,,,,,,,,,,,,,,,24327,31.8999996185303
"0531680","32000US0531680","Malvern, AR Micro Area; Arkansas","Malvern, Arkansas","ar","320","00","ACSSF","0007417",,,,,"05",,,,,,,,,,,,,,"31680",,,,,,,,,,,,,,,,,,,,,,,,,,,,33316,33.0999984741211
"0532820","32000US0532820","Memphis, TN-MS-AR Metro Area (part); Arkansas","Memphis, Arkansas","ar","320","00","ACSSF","0007418",,,,,"05",,,,,,,,,,,,,,"32820",,,,,,,,,,,,,,,,,,,,,,,,,,,,49765,32.9000015258789
"0534260","32000US0534260","Mountain Home, AR Micro Area; Arkansas","Mountain Home, Arkansas","ar","320","00","ACSSF","0007419",,,,,"05",,,,,,,,,,,,,,"34260",,,,,,,,,,,,,,,,,,,,,,,,,,,,41040,29.2999992370605
"0537500","32000US0537500","Paragould, AR Micro Area; Arkansas","Paragould, Arkansas","ar","320","00","ACSSF","0007420",,,,,"05",,,,,,,,,,,,,,"37500",,,,,,,,,,,,,,,,,,,,,,,,,,,,43382,28.3999996185303
"0538220","32000US0538220","Pine Bluff, AR Metro Area; Arkansas","Pine Bluff, Arkansas","ar","320","00","ACSSF","0007421",,,,,"05",,,,,,,,,,,,,,"38220",,,,,,,,,,,,,,,,,,,,,,,,,,,,96120,31.3999996185303
"0540780","32000US0540780","Russellville, AR Micro Area; Arkansas","Russellville, Arkansas","ar","320","00","ACSSF","0007422",,,,,"05",,,,,,,,,,,,,,"40780",,,,,,,,,,,,,,,,,,,,,,,,,,,,84665,28.5
"0542620","32000US0542620","Searcy, AR Micro Area; Arkansas","Searcy, Arkansas","ar","320","00","ACSSF","0007423",,,,,"05",,,,,,,,,,,,,,"42620",,,,,,,,,,,,,,,,,,,,,,,,,,,,78660,29.6000003814697
"0545500","32000US0545500","Texarkana, TX-AR Metro Area (part); Arkansas","Texarkana, Arkansas","ar","320","00","ACSSF","0007424",,,,,"05",,,,,,,,,,,,,,"45500",,,,,,,,,,,,,,,,,,,,,,,,,,,,56372,31.1000003814697
"0612540","32000US0612540","Bakersfield, CA Metro Area; California","Bakersfield, California","ca","320","00","ACSSF","0037826",,,,,"06",,,,,,,,,,,,,,"12540",,,,,,,,,,,,,,,,,,,,,,,,,,,,865736,32.7000007629395
"0617020","32000US0617020","Chico, CA Metro Area; California","Chico, California","ca","320","00","ACSSF","0037827",,,,,"06",,,,,,,,,,,,,,"17020",,,,,,,,,,,,,,,,,,,,,,,,,,,,222564,36.7000007629395
"0617340","32000US0617340","Clearlake, CA Micro Area; California","Clearlake, California","ca","320","00","ACSSF","0037828",,,,,"06",,,,,,,,,,,,,,"17340",,,,,,,,,,,,,,,,,,,,,,,,,,,,64158,38.5999984741211
"0618860","32000US0618860","Crescent City, CA Micro Area; California","Crescent City, California","ca","320","00","ACSSF","0037829",,,,,"06",,,,,,,,,,,,,,"18860",,,,,,,,,,,,,,,,,,,,,,,,,,,,27788,31.2000007629395
"0620940","32000US0620940","El Centro, CA Metro Area; California","El Centro, California","ca","320","00","ACSSF","0037830",,,,,"06",,,,,,,,,,,,,,"20940",,,,,,,,,,,,,,,,,,,,,,,,,,,,178206,34
"0621700","32000US0621700","Eureka-Arcata-Fortuna, CA Micro Area; California","Eureka-Arcata-Fortuna, California","ca","320","00","ACSSF","0037831",,,,,"06",,,,,,,,,,,,,,"21700",,,,,,,,,,,,,,,,,,,,,,,,,,,,135034,36.5
"0623420","32000US0623420","Fresno, CA Metro Area; California","Fresno, California","ca","320","00","ACSSF","0037832",,,,,"06",,,,,,,,,,,,,,"23420",,,,,,,,,,,,,,,,,,,,,,,,,,,,956749,34.7000007629395
"0625260","32000US0625260","Hanford-Corcoran, CA Metro Area; California","Hanford-Corcoran, California","ca","320","00","ACSSF","0037833",,,,,"06",,,,,,,,,,,,,,"25260",,,,,,,,,,,,,,,,,,,,,,,,,,,,150998,30.7000007629395
"0631080","32000US0631080","Los Angeles-Long Beach-Anaheim, CA Metro Area; California","Los Angeles-Long Beach-Anaheim, California","ca","320","00","ACSSF","0037834",,,,,"06",,,,,,,,,,,,,,"31080",,,,,,,,,,,,,,,,,,,,,,,,,,,,13154457,34.9000015258789
"0631460","32000US0631460","Madera, CA Metro Area; California","Madera, California","ca","320","00","ACSSF","0037835",,,,,"06",,,,,,,,,,,,,,"31460",,,,,,,,,,,,,,,,,,,,,,,,,,,,153187,33.0999984741211
"0632900","32000US0632900","Merced, CA Metro Area; California","Merced, California","ca","320","00","ACSSF","0037836",,,,,"06",,,,,,,,,,,,,,"32900",,,,,,,,,,,,,,,,,,,,,,,,,,,,263885,33.5999984741211
"0633700","32000US0633700","Modesto, CA Metro Area; California","Modesto, California","ca","320","00","ACSSF","0037837",,,,,"06",,,,,,,,,,,,,,"33700",,,,,,,,,,,,,,,,,,,,,,,,,,,,527367,34.5
"0634900","32000US0634900","Napa, CA Metro Area; California","Napa, California","ca","320","00","ACSSF","0037838",,,,,"06",,,,,,,,,,,,,,"34900",,,,,,,,,,,,,,,,,,,,,,,,,,,,140295,32.4000015258789
"0637100","32000US0637100","Oxnard-Thousand Oaks-Ventura, CA Metro Area; California","Oxnard-Thousand Oaks-Ventura, California","ca","320","00","ACSSF","0037839",,,,,"06",,,,,,,,,,,,,,"37100",,,,,,,,,,,,,,,,,,,,,,,,,,,,840833,34.2000007629395
"0639780","32000US0639780","Red Bluff, CA Micro Area; California","Red Bluff, California","ca","320","00","ACSSF","0037840",,,,,"06",,,,,,,,,,,,,,"39780",,,,,,,,,,,,,,,,,,,,,,,,,,,,63152,32.2999992370605
"0639820","32000US0639820","Redding, CA Metro Area; California","Redding, California","ca","320","00","ACSSF","0037841",,,,,"06",,,,,,,,,,,,,,"39820",,,,,,,,,,,,,,,,,,,,,,,,,,,,178942,35.2999992370605
"0640140","32000US0640140","Riverside-San Bernardino-Ontario, CA Metro Area; California","Riverside-San Bernardino-Ontario, California","ca","320","00","ACSSF","0037842",,,,,"06",,,,,,,,,,,,,,"40140",,,,,,,,,,,,,,,,,,,,,,,,,,,,4392801,35.5
"0640900","32000US0640900","Sacramento--Roseville--Arden-Arcade, CA Metro Area; California","Sacramento--Roseville--Arden-Arcade, California","ca","320","00","ACSSF","0037843",,,,,"06",,,,,,,,,,,,,,"40900",,,,,,,,,,,,,,,,,,,,,,,,,,,,2221525,33.2999992370605
"0641500","32000US0641500","Salinas, CA Metro Area; California","Salinas, California","ca","320","00","ACSSF","0037844",,,,,"06",,,,,,,,,,,,,,"41500",,,,,,,,,,,,,,,,,,,,,,,,,,,,428441,33.2999992370605
"0641740","32000US0641740","San Diego-Carlsbad, CA Metro Area; California","San Diego-Carlsbad, California","ca","320","00","ACSSF","0037845",,,,,"06",,,,,,,,,,,,,,"41740",,,,,,,,,,,,,,,,,,,,,,,,,,,,3223096,33.5999984741211
"0641860","32000US0641860","San Francisco-Oakland-Hayward, CA Metro Area; California","San Francisco-Oakland-Hayward, California","ca","320","00","ACSSF","0037846",,,,,"06",,,,,,,,,,,,,,"41860",,,,,,,,,,,,,,,,,,,,,,,,,,,,4528894,30.1000003814697
"0641940","32000US0641940","San Jose-Sunnyvale-Santa Clara, CA Metro Area; California","San Jose-Sunnyvale-Santa Clara, California","ca","320","00","ACSSF","0037847",,,,,"06",,,,,,,,,,,,,,"41940",,,,,,,,,,,,,,,,,,,,,,,,,,,,1925706,29.2000007629395
"0642020","32000US0642020","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area; California","San Luis Obispo-Paso Robles-Arroyo Grande, California","ca","320","00","ACSSF","0037848",,,,,"06",,,,,,,,,,,,,,"42020",,,,,,,,,,,,,,,,,,,,,,,,,,,,276517,34.2999992370605
"0642100","32000US0642100","Santa Cruz-Watsonville, CA Metro Area; California","Santa Cruz-Watsonville, California","ca","320","00","ACSSF","0037849",,,,,"06",,,,,,,,,,,,,,"42100",,,,,,,,,,,,,,,,,,,,,,,,,,,,269278,36.2999992370605
"0642200","32000US0642200","Santa Maria-Santa Barbara, CA Metro Area; California","Santa Maria-Santa Barbara, California","ca","320","00","ACSSF","0037850",,,,,"06",,,,,,,,,,,,,,"42200",,,,,,,,,,,,,,,,,,,,,,,,,,,,435850,33.7000007629395
"0642220","32000US0642220","Santa Rosa, CA Metro Area; California","Santa Rosa, California","ca","320","00","ACSSF","0037851",,,,,"06",,,,,,,,,,,,,,"42220",,,,,,,,,,,,,,,,,,,,,,,,,,,,495078,33.4000015258789
"0643760","32000US0643760","Sonora, CA Micro Area; California","Sonora, California","ca","320","00","ACSSF","0037852",,,,,"06",,,,,,,,,,,,,,"43760",,,,,,,,,,,,,,,,,,,,,,,,,,,,54079,33.7999992370605
"0644700","32000US0644700","Stockton-Lodi, CA Metro Area; California","Stockton-Lodi, California","ca","320","00","ACSSF","0037853",,,,,"06",,,,,,,,,,,,,,"44700",,,,,,,,,,,,,,,,,,,,,,,,,,,,708554,34.5
"0645000","32000US0645000","Susanville, CA Micro Area; California","Susanville, California","ca","320","00","ACSSF","0037854",,,,,"06",,,,,,,,,,,,,,"45000",,,,,,,,,,,,,,,,,,,,,,,,,,,,32645,30.7000007629395
"0646020","32000US0646020","Truckee-Grass Valley, CA Micro Area; California","Truckee-Grass Valley, California","ca","320","00","ACSSF","0037855",,,,,"06",,,,,,,,,,,,,,"46020",,,,,,,,,,,,,,,,,,,,,,,,,,,,98570,35.2999992370605
"0646380","32000US0646380","Ukiah, CA Micro Area; California","Ukiah, California","ca","320","00","ACSSF","0037856",,,,,"06",,,,,,,,,,,,,,"46380",,,,,,,,,,,,,,,,,,,,,,,,,,,,87544,36.5999984741211
"0646700","32000US0646700","Vallejo-Fairfield, CA Metro Area; California","Vallejo-Fairfield, California","ca","320","00","ACSSF","0037857",,,,,"06",,,,,,,,,,,,,,"46700",,,,,,,,,,,,,,,,,,,,,,,,,,,,425753,33.5999984741211
"0647300","32000US0647300","Visalia-Porterville, CA Metro Area; California","Visalia-Porterville, California","ca","320","00","ACSSF","0037858",,,,,"06",,,,,,,,,,,,,,"47300",,,,,,,,,,,,,,,,,,,,,,,,,,,,454033,33.2999992370605
"0649700","32000US0649700","Yuba City, CA Metro Area; California","Yuba City, California","ca","320","00","ACSSF","0037859",,,,,"06",,,,,,,,,,,,,,"49700",,,,,,,,,,,,,,,,,,,,,,,,,,,,168684,33.5
"0814500","32000US0814500","Boulder, CO Metro Area; Colorado","Boulder, Colorado","co","320","00","ACSSF","0006879",,,,,"08",,,,,,,,,,,,,,"14500",,,,,,,,,,,,,,,,,,,,,,,,,,,,310032,34.7000007629395
"0814720","32000US0814720","Breckenridge, CO Micro Area; Colorado","Breckenridge, Colorado","co","320","00","ACSSF","0006880",,,,,"08",,,,,,,,,,,,,,"14720",,,,,,,,,,,,,,,,,,,,,,,,,,,,28940,28.8999996185303
"0815860","32000US0815860","Cañon City, CO Micro Area; Colorado","Cañon City, Colorado","co","320","00","ACSSF","0006881",,,,,"08",,,,,,,,,,,,,,"15860",,,,,,,,,,,,,,,,,,,,,,,,,,,,46809,29.6000003814697
"0817820","32000US0817820","Colorado Springs, CO Metro Area; Colorado","Colorado Springs, Colorado","co","320","00","ACSSF","0006882",,,,,"08",,,,,,,,,,,,,,"17820",,,,,,,,,,,,,,,,,,,,,,,,,,,,678364,30.3999996185303
"0818780","32000US0818780","Craig, CO Micro Area; Colorado","Craig, Colorado","co","320","00","ACSSF","0006883",,,,,"08",,,,,,,,,,,,,,"18780",,,,,,,,,,,,,,,,,,,,,,,,,,,,13117,28.3999996185303
"0819740","32000US0819740","Denver-Aurora-Lakewood, CO Metro Area; Colorado","Denver-Aurora-Lakewood, Colorado","co","320","00","ACSSF","0006884",,,,,"08",,,,,,,,,,,,,,"19740",,,,,,,,,,,,,,,,,,,,,,,,,,,,2703972,29.8999996185303
"0820420","32000US0820420","Durango, CO Micro Area; Colorado","Durango, Colorado","co","320","00","ACSSF","0006885",,,,,"08",,,,,,,,,,,,,,"20420",,,,,,,,,,,,,,,,,,,,,,,,,,,,53182,30.2000007629395
"0820780","32000US0820780","Edwards, CO Micro Area; Colorado","Edwards, Colorado","co","320","00","ACSSF","0006886",,,,,"08",,,,,,,,,,,,,,"20780",,,,,,,,,,,,,,,,,,,,,,,,,,,,52576,29.6000003814697
"0822660","32000US0822660","Fort Collins, CO Metro Area; Colorado","Fort Collins, Colorado","co","320","00","ACSSF","0006887",,,,,"08",,,,,,,,,,,,,,"22660",,,,,,,,,,,,,,,,,,,,,,,,,,,,318227,34
"0822820","32000US0822820","Fort Morgan, CO Micro Area; Colorado","Fort Morgan, Colorado","co","320","00","ACSSF","0006888",,,,,"08",,,,,,,,,,,,,,"22820",,,,,,,,,,,,,,,,,,,,,,,,,,,,28359,26.5
"0824060","32000US0824060","Glenwood Springs, CO Micro Area; Colorado","Glenwood Springs, Colorado","co","320","00","ACSSF","0006889",,,,,"08",,,,,,,,,,,,,,"24060",,,,,,,,,,,,,,,,,,,,,,,,,,,,74496,29.7999992370605
"0824300","32000US0824300","Grand Junction, CO Metro Area; Colorado","Grand Junction, Colorado","co","320","00","ACSSF","0006890",,,,,"08",,,,,,,,,,,,,,"24300",,,,,,,,,,,,,,,,,,,,,,,,,,,,147834,32.5
"0824540","32000US0824540","Greeley, CO Metro Area; Colorado","Greeley, Colorado","co","320","00","ACSSF","0006891",,,,,"08",,,,,,,,,,,,,,"24540",,,,,,,,,,,,,,,,,,,,,,,,,,,,270948,30.3999996185303
"0833940","32000US0833940","Montrose, CO Micro Area; Colorado","Montrose, Colorado","co","320","00","ACSSF","0006892",,,,,"08",,,,,,,,,,,,,,"33940",,,,,,,,,,,,,,,,,,,,,,,,,,,,40815,30.7999992370605
"0839380","32000US0839380","Pueblo, CO Metro Area; Colorado","Pueblo, Colorado","co","320","00","ACSSF","0006893",,,,,"08",,,,,,,,,,,,,,"39380",,,,,,,,,,,,,,,,,,,,,,,,,,,,161519,33.5999984741211
"0844460","32000US0844460","Steamboat Springs, CO Micro Area; Colorado","Steamboat Springs, Colorado","co","320","00","ACSSF","0006894",,,,,"08",,,,,,,,,,,,,,"44460",,,,,,,,,,,,,,,,,,,,,,,,,,,,23606,31.5
